customer_id,notification_category,target_id,target_type 
038539c4-6952-4fa4-a507-7bec46cdd027,MANDATORY_NOTIFICATIONS,038539c4-6952-4fa4-a507-7bec46cdd027,Customer
929e72a7-d479-4440-8670-2d70074d6278,BILLING_ACCOUNT_EmEx_NOTIFICATIONS,18ccc726-152f-42a1-9b4f-24b813efe02b,BillingAccount
3a6ecd4e-68a7-459e-9793-3eac0345a583,BILLING_ACCOUNT_EmEx_NOTIFICATIONS,16c12ad3-e1d3-471b-949d-ef8b277a89e0,BillingAccount
10935dc6-9cef-4636-9e00-5575412fd817,MANDATORY_NOTIFICATIONS,10935dc6-9cef-4636-9e00-5575412fd817,Customer
6bbd87b5-ec7f-44fc-9c55-3d011e6ba721,BILLING_ACCOUNT_NOTIFICATIONS,e867f4cb-8c71-4a2d-95d6-572d3d63e555,BillingAccount
820208ed-a422-4ccf-9f02-0e60c4517563,BILLING_ACCOUNT_NOTIFICATIONS,4e5b9756-8b51-4fea-991e-71515b359615,BillingAccount
85ae07d1-58f4-40c0-8908-6c01bc82a5d3,MANDATORY_EmEx_NOTIFICATIONS,85ae07d1-58f4-40c0-8908-6c01bc82a5d3,Customer
e037c46c-e2b5-44ee-8911-ac14e7406340,BILLING_ACCOUNT_NOTIFICATIONS,bca953ca-f615-46ef-9fc6-011df5619d30,BillingAccount
76579af7-437c-4826-ba45-efcaa774759a,BILLING_ACCOUNT_NOTIFICATIONS,2bfdd4f2-0d04-4cea-b4c5-bb2eaa615a40,BillingAccount
71db393b-3c95-4e32-b598-3b1510e68b94,BILLING_ACCOUNT_NOTIFICATIONS,a0803929-d553-4108-84ec-a0dc4233aa9c,BillingAccount
48068610-dc22-4907-b147-e86d4c3683c1,BILLING_ACCOUNT_NOTIFICATIONS,f97f7ac2-fbd1-49e5-883c-c5b3b7969ece,BillingAccount
d32d4940-e5a4-4420-be9d-bb0d4a411c61,MANDATORY_NOTIFICATIONS,d32d4940-e5a4-4420-be9d-bb0d4a411c61,Customer
0264d4da-4667-44bc-a1a8-fa5afc61a1e6,BILLING_ACCOUNT_NOTIFICATIONS,d70b6cb3-49cb-4c6b-bf5d-46ad7644a1ec,BillingAccount
9c5aee50-7ddd-400f-bd5a-425af9690f28,BILLING_ACCOUNT_NOTIFICATIONS,a148caa2-fb8b-46dd-92be-a83c50e09127,BillingAccount
198e2d49-b93a-4fb3-ad8e-938f75c4e1ce,MANDATORY_NOTIFICATIONS,198e2d49-b93a-4fb3-ad8e-938f75c4e1ce,Customer
9b21078f-d635-4b40-9dba-f5b334b3d0dc,MANDATORY_NOTIFICATIONS,9b21078f-d635-4b40-9dba-f5b334b3d0dc,Customer
ac68aa81-ff89-4cbc-91fb-9ad3424b2876,MANDATORY_NOTIFICATIONS,ac68aa81-ff89-4cbc-91fb-9ad3424b2876,Customer
00bb3132-34cc-43d1-b3a9-62a72f28f27d,BILLING_ACCOUNT_NOTIFICATIONS,51d25c94-f289-4cfa-a2d4-06bee2a2fcb6,BillingAccount
9c5aee50-7ddd-400f-bd5a-425af9690f28,MANDATORY_NOTIFICATIONS,9c5aee50-7ddd-400f-bd5a-425af9690f28,Customer
8de690b5-212e-48ef-a0a3-d6d72ea3b6ae,BILLING_ACCOUNT_NOTIFICATIONS,cd62f1b0-3aca-4197-a2c9-c7ef20bd38e7,BillingAccount
3e41857c-a363-4321-9acd-36750a47c060,BILLING_ACCOUNT_NOTIFICATIONS,41ef5851-c165-4de6-b75d-e200930668e3,BillingAccount
157337e4-531a-4bff-a9b6-5798eb62bda9,BILLING_ACCOUNT_NOTIFICATIONS,7b80cc0f-d6c1-4f37-bd4a-8962e23a32ba,BillingAccount
6b0b0549-4588-4637-b3b0-42bfe4be42fc,BILLING_ACCOUNT_NOTIFICATIONS,9f445684-720a-4fe0-8adc-5f827919553b,BillingAccount
b0749090-a2fc-4394-8bcb-04054a2618ba,BILLING_ACCOUNT_NOTIFICATIONS,81eb11ea-01ad-40b2-83df-f5d2874786ff,BillingAccount
8e2f85a1-feee-4c49-b13a-1a88e21b98e7,BILLING_ACCOUNT_NOTIFICATIONS,8e09f433-628c-4314-863e-6b8047b57f2a,BillingAccount
030f02e2-8f91-4ae9-bc5a-a40a7b061164,MANDATORY_NOTIFICATIONS,030f02e2-8f91-4ae9-bc5a-a40a7b061164,Customer
1bb168e7-948e-4904-a26b-c7f75fd095dd,BILLING_ACCOUNT_NOTIFICATIONS,a64f9c56-bfa8-4af6-af8a-a07a69eb45b3,BillingAccount
1673c1ab-4b2a-4c92-bd15-0c6ebe6fcda2,BILLING_ACCOUNT_NOTIFICATIONS,3478138b-62dd-4595-bfe2-e8bc670f49d2,BillingAccount
47b8ce6d-0cb0-4034-8f99-c0db0e909630,BILLING_ACCOUNT_NOTIFICATIONS,0a15a17b-fbf1-4c47-afa0-faa9867967cb,BillingAccount
d720c47d-c73b-4919-a10d-e20a2e8a0b35,MANDATORY_NOTIFICATIONS,d720c47d-c73b-4919-a10d-e20a2e8a0b35,Customer
45a0dbeb-cfb3-4f48-a2ed-5c3173539fe8,MANDATORY_NOTIFICATIONS,45a0dbeb-cfb3-4f48-a2ed-5c3173539fe8,Customer
2543f7a9-0bc0-4210-aef5-3426e8486782,BILLING_ACCOUNT_NOTIFICATIONS,f0728ffe-9c5c-47ee-82a0-901746d04d91,BillingAccount
7e5cc4e0-c9e6-4d38-981f-7274293778cf,MANDATORY_NOTIFICATIONS,7e5cc4e0-c9e6-4d38-981f-7274293778cf,Customer
f809fb4f-a5c4-4fb4-b6bb-740489c1923b,BILLING_ACCOUNT_EmEx_NOTIFICATIONS,94bb26b7-8adb-4837-b544-08bd3077359f,BillingAccount
37e20744-eecd-463c-bfa5-aba2358e4832,MANDATORY_NOTIFICATIONS,37e20744-eecd-463c-bfa5-aba2358e4832,Customer
c4a96bb4-8e5f-4b5e-8aab-3ba61aa44fb9,BILLING_ACCOUNT_NOTIFICATIONS,219cef14-7b4d-48a2-bb88-35f1d3191621,BillingAccount
f72dabf7-1c66-4424-99d1-d68e2185276a,BILLING_ACCOUNT_NOTIFICATIONS,e54170c2-36af-4af0-8eca-83c2da1caf21,BillingAccount
acd08ba2-4e57-45ed-9039-b1183a866952,MANDATORY_NOTIFICATIONS,acd08ba2-4e57-45ed-9039-b1183a866952,Customer
47f21a4d-f7ff-4f6c-b8a6-1eafb63f756e,BILLING_ACCOUNT_NOTIFICATIONS,50057cf1-d43c-4119-9d99-00e8330c7d35,BillingAccount
c2bdf6be-f434-437f-8cda-e3507c0e68e3,MANDATORY_NOTIFICATIONS,c2bdf6be-f434-437f-8cda-e3507c0e68e3,Customer
c3614f29-a1f6-4307-900b-71b20921e8c7,MANDATORY_NOTIFICATIONS,c3614f29-a1f6-4307-900b-71b20921e8c7,Customer
0ecc8f01-0fd9-4c59-8cd2-7308c8cba9ed,BILLING_ACCOUNT_NOTIFICATIONS,8c69185f-661a-46e1-919b-ebe41a9b763a,BillingAccount
229d20b4-9dcb-4c49-ad8d-5a2828663909,MANDATORY_NOTIFICATIONS,229d20b4-9dcb-4c49-ad8d-5a2828663909,Customer
cacd9d4f-0308-4441-979f-9b6b0e676317,MANDATORY_NOTIFICATIONS,cacd9d4f-0308-4441-979f-9b6b0e676317,Customer
ebdec906-0b6b-4dfd-9357-89dfd4c230d3,MANDATORY_NOTIFICATIONS,ebdec906-0b6b-4dfd-9357-89dfd4c230d3,Customer
fcc9b72e-2037-40f5-bced-e645ec41c40c,BILLING_ACCOUNT_NOTIFICATIONS,1ffd2cdc-6abb-486b-b7ee-e806b15569e7,BillingAccount
7a78dcae-9da3-4107-980b-408788f21489,BILLING_ACCOUNT_NOTIFICATIONS,7df50d3c-c2e8-42a8-9267-e88c23076b5b,BillingAccount
3102d33e-8689-45d4-83de-bbad68a9569e,BILLING_ACCOUNT_EmEx_NOTIFICATIONS,2bcc7914-e82f-4fac-8ad2-59cfb14bb351,BillingAccount
88b11be8-f543-49b5-883b-caf6aa309da7,MANDATORY_NOTIFICATIONS,88b11be8-f543-49b5-883b-caf6aa309da7,Customer
4133783d-d6ea-4906-b857-fcc5cad36441,MANDATORY_NOTIFICATIONS,4133783d-d6ea-4906-b857-fcc5cad36441,Customer
94d186e0-e51e-4c96-b198-7857a22d80b8,MANDATORY_NOTIFICATIONS,94d186e0-e51e-4c96-b198-7857a22d80b8,Customer
54b2a5b2-0b1d-4fab-8736-450e9fa12ff5,MANDATORY_NOTIFICATIONS,54b2a5b2-0b1d-4fab-8736-450e9fa12ff5,Customer
f809fb4f-a5c4-4fb4-b6bb-740489c1923b,BILLING_ACCOUNT_NOTIFICATIONS,064fcd32-cbd6-4cde-8b91-91f9a4e3dd40,BillingAccount
2cdf1899-2908-4af2-b7a6-215d88cc9281,MANDATORY_NOTIFICATIONS,2cdf1899-2908-4af2-b7a6-215d88cc9281,Customer
8eede0ac-0471-48ed-ad90-386db5d092ff,BILLING_ACCOUNT_NOTIFICATIONS,2a59303e-25f4-45f2-89c9-c44562ea0dd8,BillingAccount
5e6fc52e-b616-4b10-bb4b-7f85b9fca0a2,BILLING_ACCOUNT_NOTIFICATIONS,7af18f3d-b69c-4915-a879-348800770681,BillingAccount
314af572-424a-4c5d-bd87-e10520b50028,BILLING_ACCOUNT_NOTIFICATIONS,fef2cbdb-202e-44e5-a436-913c5a96ee44,BillingAccount
2bdeddbc-8588-4c64-8ecd-28966e23c701,MANDATORY_NOTIFICATIONS,2bdeddbc-8588-4c64-8ecd-28966e23c701,Customer
5abcc14e-4816-401a-a793-79ad6165da30,BILLING_ACCOUNT_NOTIFICATIONS,c247b6ca-3908-42ae-b830-2061882b36e2,BillingAccount
ba8c9331-0ff4-4e84-9607-88978582347b,BILLING_ACCOUNT_NOTIFICATIONS,f4ed8b57-8d6d-4c01-9688-54bfe269f8d6,BillingAccount
c6cc8e86-61ee-4c74-a427-cb5243d5528b,MANDATORY_NOTIFICATIONS,c6cc8e86-61ee-4c74-a427-cb5243d5528b,Customer
51d4209b-6b01-4a22-93f9-ecf1b4784f1c,MANDATORY_NOTIFICATIONS,51d4209b-6b01-4a22-93f9-ecf1b4784f1c,Customer
401e4e66-caa4-4ff6-9a5d-5edfdd7caee5,MANDATORY_NOTIFICATIONS,401e4e66-caa4-4ff6-9a5d-5edfdd7caee5,Customer
02fbe497-513d-4aeb-a76f-c35a63e31921,MANDATORY_NOTIFICATIONS,02fbe497-513d-4aeb-a76f-c35a63e31921,Customer
09cb9add-18aa-4257-be8a-5e164ac8e1d2,MANDATORY_NOTIFICATIONS,09cb9add-18aa-4257-be8a-5e164ac8e1d2,Customer
0218f9a5-158d-4bc5-8b8b-35938c69976c,MANDATORY_EmEx_NOTIFICATIONS,0218f9a5-158d-4bc5-8b8b-35938c69976c,Customer
8b5629e6-ff52-40b5-ab93-c21498a3642e,BILLING_ACCOUNT_NOTIFICATIONS,6d13e30c-a96f-47cf-ae42-4a2755b892b5,BillingAccount
157337e4-531a-4bff-a9b6-5798eb62bda9,MANDATORY_NOTIFICATIONS,157337e4-531a-4bff-a9b6-5798eb62bda9,Customer
314af572-424a-4c5d-bd87-e10520b50028,MANDATORY_NOTIFICATIONS,314af572-424a-4c5d-bd87-e10520b50028,Customer
f68b3518-c9ac-4195-9b5b-707d80a7a5d3,BILLING_ACCOUNT_NOTIFICATIONS,938f3fbc-f9a0-4a53-a341-66f109cbe6bb,BillingAccount
c0c2afec-e221-437d-a7f7-d8dad6627ad4,BILLING_ACCOUNT_EmEx_NOTIFICATIONS,052696c9-9e1f-4d46-9ffb-d9d0a3a316a5,BillingAccount
e896ad90-c131-4311-b224-40f2ffd718b7,MANDATORY_NOTIFICATIONS,e896ad90-c131-4311-b224-40f2ffd718b7,Customer
18c08269-2567-4375-ac73-aaf1e4647875,BILLING_ACCOUNT_NOTIFICATIONS,de2d19ee-701b-4856-92ed-6d802c619b66,BillingAccount
5eba41f8-8646-4eff-a301-0befd35c1a92,BILLING_ACCOUNT_NOTIFICATIONS,d128c6ca-9c81-41ea-9e63-84fae78ca121,BillingAccount
c180fe2c-b0af-4b66-a2a2-4282a3c0b342,MANDATORY_NOTIFICATIONS,c180fe2c-b0af-4b66-a2a2-4282a3c0b342,Customer
5a55d2cd-70ec-483e-a74f-2a1ca2d7a5a7,BILLING_ACCOUNT_NOTIFICATIONS,cb05714f-2c41-404c-a2e7-b6e457d1a9fe,BillingAccount
080ae2e0-a2c3-4c63-afbd-ad8b3dcaf113,BILLING_ACCOUNT_NOTIFICATIONS,f6359ea2-a1d9-4ac6-af8b-28ca1122bdbb,BillingAccount
7f7532a0-0ef9-4182-a9fd-b58b765af0f9,MANDATORY_NOTIFICATIONS,7f7532a0-0ef9-4182-a9fd-b58b765af0f9,Customer
5dc51105-828b-46b2-825c-d655b2c020cf,BILLING_ACCOUNT_NOTIFICATIONS,35df6b05-a593-4784-9c49-c3a9d2414dd7,BillingAccount
af55c7b3-0eac-463f-b5eb-ddc4c0675b01,MANDATORY_NOTIFICATIONS,af55c7b3-0eac-463f-b5eb-ddc4c0675b01,Customer
344ca563-8daa-4520-b1e2-742b4bbba5c1,BILLING_ACCOUNT_NOTIFICATIONS,36f9e9b5-b23c-492f-a4a0-29d5fdceaee6,BillingAccount
a704510a-1d38-41be-a63e-fac8ea3e0da8,MANDATORY_NOTIFICATIONS,a704510a-1d38-41be-a63e-fac8ea3e0da8,Customer
3681c80f-1e2f-4768-aec4-321fe764ae75,MANDATORY_EmEx_NOTIFICATIONS,3681c80f-1e2f-4768-aec4-321fe764ae75,Customer
8f1493e3-b7ed-4047-bf12-f41a08e994ea,MANDATORY_NOTIFICATIONS,8f1493e3-b7ed-4047-bf12-f41a08e994ea,Customer
51d4209b-6b01-4a22-93f9-ecf1b4784f1c,BILLING_ACCOUNT_NOTIFICATIONS,89847649-0e31-423a-81db-664acbcba730,BillingAccount
24491514-c038-4292-aa28-9f9f35f38095,MANDATORY_NOTIFICATIONS,24491514-c038-4292-aa28-9f9f35f38095,Customer
f30ff4cf-80ac-4ae4-94bd-c752f1aebcbb,MANDATORY_NOTIFICATIONS,f30ff4cf-80ac-4ae4-94bd-c752f1aebcbb,Customer
e656dea4-0402-4419-84d8-79c0e2230940,BILLING_ACCOUNT_EmEx_NOTIFICATIONS,67ac4b3b-af96-4b87-a07b-9ef8994d5b7f,BillingAccount
68f225c2-95a3-4644-9369-de8a248c967c,MANDATORY_NOTIFICATIONS,68f225c2-95a3-4644-9369-de8a248c967c,Customer
ba3f54b8-15de-4fd9-9993-de7d0ec58fbf,BILLING_ACCOUNT_EmEx_NOTIFICATIONS,19a479c8-d7c5-4409-aa39-c5602501806e,BillingAccount
f2c5a83c-b8d3-46ef-826e-8af8f01577d7,MANDATORY_NOTIFICATIONS,f2c5a83c-b8d3-46ef-826e-8af8f01577d7,Customer
80538c9b-f18c-4d8f-8edc-a008d02971a9,BILLING_ACCOUNT_NOTIFICATIONS,38f3ae58-ad06-4574-adaf-0e58676d8eaa,BillingAccount
3e0493cf-e7b1-416b-b16e-839d4f24d97a,BILLING_ACCOUNT_NOTIFICATIONS,ce841a94-62b9-418c-833a-0d937d254727,BillingAccount
07088ea7-5003-4e60-a73b-1386f1aa41fc,MANDATORY_NOTIFICATIONS,07088ea7-5003-4e60-a73b-1386f1aa41fc,Customer
5a3c5387-750e-43f0-b0be-523b1de5b3f1,BILLING_ACCOUNT_NOTIFICATIONS,053d92c1-5416-478b-8a40-cbac316879f0,BillingAccount
ba92a3de-806d-4dc0-b0b0-43cb30b2724b,MANDATORY_NOTIFICATIONS,ba92a3de-806d-4dc0-b0b0-43cb30b2724b,Customer
